"coloration.key","variable","Label","Display.Order","Color","R","G","B","hexvalue","shape","size","alpha"
"ContractingOffice","FA2330  ESC 851 ELSG PK","FA2330  ESC 851 ELSG PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2486  AFTC PZZ","FA2486  AFTC PZZ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2487  AFTC PZIE EGLIN","FA2487  AFTC PZIE EGLIN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2517  21 CONS LGC","FA2517  21 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2521  45 CONS LGC","FA2521  45 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2523  DET 1 21 CON SQ","FA2523  DET 1 21 CON SQ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2543  460 CONF LGC","FA2543  460 CONF LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2550  50 CONS LGCP","FA2550  50 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2816 SMC PKO","FA2816 SMC PKO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2823  AFTC PZIO","FA2823  AFTC PZIO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2835  AFLCMC HANSCOM PZI","FA2835  AFLCMC HANSCOM PZI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA2860  11 CONS LGC","FA2860  11 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3002  338 SCONS CC","FA3002  338 SCONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3010  81 CONS CC","FA3010  81 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3016  502 CONS CL            JBSA","FA3016  502 CONS CL            JBSA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3020  82 CONS LGC","FA3020  82 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3022  14 CONS LGCA","FA3022  14 CONS LGCA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3029  71 FTW CVC        VANCE AFB","FA3029  71 FTW CVC        VANCE AFB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3030  17 CONS CC","FA3030  17 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3047  802 CONS CC JBSA","FA3047  802 CONS CC JBSA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3089  902 CONS LGC           JBSA","FA3089  902 CONS LGC           JBSA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3099  47 CONS-CC","FA3099  47 CONS-CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA3300  42 CONS CC","FA3300  42 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4407  375 CONS LGC","FA4407  375 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4416  316 CONS LGC","FA4416  316 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4417  1 SOCONS LGC","FA4417  1 SOCONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4418  628 CONS LGC","FA4418  628 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4419  97 CONS CC","FA4419  97 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4424  60 CS SCQ","FA4424  60 CS SCQ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4427  60 CONS LGC","FA4427  60 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4428  USTRANSCOM TCAQ","FA4428  USTRANSCOM TCAQ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4452  763 SCONS PKP","FA4452  763 SCONS PKP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4460  19 CONS LGC","FA4460  19 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4479  62 CONS LGC","FA4479  62 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4484  87 CONS LGC","FA4484  87 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4486  65 CONS DA LGC","FA4486  65 CONS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4488  43 CONS LGC","FA4488  43 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4497  436 CONS LGC","FA4497  436 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4521  HQ ACC A7K","FA4521  HQ ACC A7K",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4528  5 CONS LGCP","FA4528  5 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4600  55 CONS LGC","FA4600  55 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4608 2 CONS LGCP","FA4608 2 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4610  30 CONS LGC","FA4610  30 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4613  90 CONS LGC","FA4613  90 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4620  92 CONS LGC","FA4620  92 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4621  22 CONS LGC","FA4621  22 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4625  509 CONS CC","FA4625  509 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4626  341 CONS  LGC","FA4626  341 CONS  LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4654  434 CONF LGC","FA4654  434 CONF LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4659  319 CONS LGC","FA4659  319 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4661  7 CONS CD","FA4661  7 CONS CD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4664  452 LG LGC","FA4664  452 LG LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4686  9 CONS LGC","FA4686  9 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4690  28 CONS LGC","FA4690  28 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4800  633 CONS LGCP","FA4800  633 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4801  49 CONS LGCP","FA4801  49 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4803  20 CONS LGCA","FA4803  20 CONS LGCA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4809 4TH CONS SQDN/CC","FA4809 4TH CONS SQDN/CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4814  6 CONS LGCP","FA4814  6 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4819 325TH CONTRACTING SQ","FA4819 325TH CONTRACTING SQ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4830  23 CONS CC","FA4830  23 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4855  27 LGS LGC","FA4855  27 LGS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4861  99 CONS LGC","FA4861  99 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4877  355 CONS LGC","FA4877  355 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4883  USAFCENT LGS","FA4883  USAFCENT LGS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4884  65 CONS  OL A DA LGC","FA4884  65 CONS  OL A DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4885  HQ USMTM LGC","FA4885  HQ USMTM LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4887  56 CONS CC","FA4887  56 CONS CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4889  USAFCENT A7KZ","FA4889  USAFCENT A7KZ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4890  ACC AMIC","FA4890  ACC AMIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA4897  366 CONS LGCP","FA4897  366 CONS LGCP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5000  673 CONS LGC","FA5000  673 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5004  354 CONS LGC","FA5004  354 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5205  35 CONS LGC","FA5205  35 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5209  374 CONS LGC","FA5209  374 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5215  766 SCONS PKP","FA5215  766 SCONS PKP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5234  PACAF HQ A7K","FA5234  PACAF HQ A7K",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5240  36 CONS LGC","FA5240  36 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5270  18 CONS LGC","FA5270  18 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5422  HQ USAFE A7KO","FA5422  HQ USAFE A7KO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5504  USAFE  DA LGC","FA5504  USAFE  DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5531  425 ABS DA LGC","FA5531  425 ABS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5570  423 ABS DA LGC","FA5570  423 ABS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5575  496 ABS PK DA LGC","FA5575  496 ABS PK DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5581  421 ABG DA LGC","FA5581  421 ABG DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5587  48 CONS DA LGC","FA5587  48 CONS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5606  52 CONS DA LGC","FA5606  52 CONS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5613  700 CONS LGC","FA5613  700 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5641  764 SCONS LGC","FA5641  764 SCONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5682  31 CONS DA LGC","FA5682  31 CONS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5685  39 CONS DA LGC","FA5685  39 CONS DA LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5700  3 AF A7K","FA5700  3 AF A7K",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5702  379 ECONS","FA5702  379 ECONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5703  386 ECONS LGC","FA5703  386 ECONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5706  380 ECONS","FA5706  380 ECONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5707  376 ECONS","FA5707  376 ECONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5708 64 ESS CONS","FA5708 64 ESS CONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5709  405 ESPTS LGC","FA5709  405 ESPTS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5710  1 ERHG CONS","FA5710  1 ERHG CONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA5808  407 AEG ECONS","FA5808  407 AEG ECONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6605  440 AW LGC  GEN MITCHEL ARS","FA6605  440 AW LGC  GEN MITCHEL ARS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6606  439 CONF LGC","FA6606  439 CONF LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6633  934 AG LGC","FA6633  934 AG LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6637  913 AG LGC","FA6637  913 AG LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6643  HQ AFRES LGC","FA6643  HQ AFRES LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6648  482 LSS LGC","FA6648  482 LSS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6656  910 AW LGC  YNGSTN WRN ARPT","FA6656  910 AW LGC  YNGSTN WRN ARPT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6670  914 AW LGC","FA6670  914 AW LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6675  301 LRS LGC","FA6675  301 LRS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6703  94 LG LGC","FA6703  94 LG LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6712  911 AW LGC","FA6712  911 AW LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA6800  HQ AFGSC A7K","FA6800  HQ AFGSC A7K",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA7000  10 CONS LGC","FA7000  10 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA7012  11 CONS LGC","FA7012  11 CONS LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA7014  AFDW PK","FA7014  AFDW PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA7022  AF ISR AGENCY A7KR","FA7022  AF ISR AGENCY A7KR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA7037  AF ISR AGENCY A7K","FA7037  AF ISR AGENCY A7K",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA7046  HQ AFOTEC A 7K","FA7046  HQ AFOTEC A 7K",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8003  AFICA DD","FA8003  AFICA DD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8051  772 ESS PKD","FA8051  772 ESS PKD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8052  773 ESS PK","FA8052  773 ESS PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8053  773 ESS PKJ MSCC","FA8053  773 ESS PKJ MSCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8054  771 ESS EGF FPCC","FA8054  771 ESS EGF FPCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8055  771 ESS EGI ITCC","FA8055  771 ESS EGI ITCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8056  771 ESS EGA CECC","FA8056  771 ESS EGA CECC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8057  771 ESS EGC FCC","FA8057  771 ESS EGC FCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8075  ESG PKS","FA8075  ESG PKS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8100  AFSC PZIEC","FA8100  AFSC PZIEC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8101  AFSC PZIO","FA8101  AFSC PZIO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8102  AFLCMC HBSK","FA8102  AFLCMC HBSK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8103  448 ACSG PK","FA8103  448 ACSG PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8104  848 SCMG PK         NON CFT","FA8104  848 SCMG PK         NON CFT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8105  AFLCMC WKKPA","FA8105  AFLCMC WKKPA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8106  AFLCMC WLKL","FA8106  AFLCMC WLKL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8107  AFLCMC WWKA","FA8107  AFLCMC WWKA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8108  AFSC PZIE","FA8108  AFSC PZIE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8109  AFSC PZAAC","FA8109  AFSC PZAAC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8110  AFLCMC WWZK","FA8110  AFLCMC WWZK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8112  AFSC PZIMB","FA8112  AFSC PZIMB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8117  AFSC  PZABA","FA8117  AFSC  PZABA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8118  AFSC PZABB","FA8118  AFSC PZABB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8119  AFSC PZABC","FA8119  AFSC PZABC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8120 AFSC PZABA","FA8120 AFSC PZABA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8121  AFSC PZAAA","FA8121  AFSC PZAAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8122  AFSC PZAAB","FA8122  AFSC PZAAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8123  448 SCMG PKBI","FA8123  448 SCMG PKBI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8124  AFLCMC LPKPB","FA8124  AFLCMC LPKPB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8125  AFSC PZIMA","FA8125  AFSC PZIMA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8126  AFSC PZIMB","FA8126  AFSC PZIMB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8127  AFSC PZAC","FA8127  AFSC PZAC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8128  AFLCMC HBKKC","FA8128  AFLCMC HBKKC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8129  AFSC PZCAA","FA8129  AFSC PZCAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8130  AFLCMC WLKLA","FA8130  AFLCMC WLKLA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8131  AFLCMC WLKLC","FA8131  AFLCMC WLKLC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8200  AFSC PZ PK","FA8200  AFSC PZ PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8201  OL H  PZIO","FA8201  OL H  PZIO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8202  AFLCMC WWAK","FA8202  AFLCMC WWAK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8203  AFSC PZAAB2","FA8203  AFSC PZAAB2",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8204  AFNWC PZBA","FA8204  AFNWC PZBA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8205  AFLCMC WWUKH","FA8205  AFLCMC WWUKH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8206  AFSC PZAAA2","FA8206  AFSC PZAAA2",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8207  84 CBSG PKS","FA8207  84 CBSG PKS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8208  AFSC PZAC","FA8208  AFSC PZAC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8209  AFSC OL H PKXC","FA8209  AFSC OL H PKXC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8210  AFLCMC PZZKA","FA8210  AFLCMC PZZKA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8211  AFLCMC WLDKAB","FA8211  AFLCMC WLDKAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8212  AFSC PZABA2","FA8212  AFSC PZABA2",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8213  AFLCMC EBHK","FA8213  AFLCMC EBHK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8214  AFNWC PZBE AND PZBF","FA8214  AFNWC PZBE AND PZBF",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8217  AFLCMC PZZK","FA8217  AFLCMC PZZK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8218  AFLCMC PZZKB","FA8218  AFLCMC PZZKB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8219  AFNWC PZBA","FA8219  AFNWC PZBA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8220  AFLCMC WLDKAA","FA8220  AFLCMC WLDKAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8221  AFLCMC WLDK EB","FA8221  AFLCMC WLDK EB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8222  AFSC PZIE","FA8222  AFSC PZIE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8223  AFLCMC WLDK HN","FA8223  AFLCMC WLDK HN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8224  OL H  PZI PZIM","FA8224  OL H  PZI PZIM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8232  AFLCMC WWMK","FA8232  AFLCMC WWMK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8250  AFSC PZAAA1","FA8250  AFSC PZAAA1",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8251  AFSC PZABB","FA8251  AFSC PZABB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8252  AFSC PZAAB1","FA8252  AFSC PZAAB1",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8307  AFLCMC HNCK C3IN","FA8307  AFLCMC HNCK C3IN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8500 AFSC PK","FA8500 AFSC PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8501  AFSC PZIO","FA8501  AFSC PZIO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8503  AFSC PZCA","FA8503  AFSC PZCA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8504  AFLCMC WLKCA","FA8504  AFLCMC WLKCA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8505  AFLCMC WWKA","FA8505  AFLCMC WWKA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8509  AFLCMC WIUKA","FA8509  AFLCMC WIUKA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8517  AFSC PZAAC","FA8517  AFSC PZAAC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8518  AFLCMC WNKBAA","FA8518  AFLCMC WNKBAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8519  AFLCMC WNKBBA","FA8519  AFLCMC WNKBBA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8520  AFLCMC EBHA","FA8520  AFLCMC EBHA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8522 AFSC PZABB","FA8522 AFSC PZABB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8523  AFLCMC WNKCA","FA8523  AFLCMC WNKCA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8524  AFSC PZAAA","FA8524  AFSC PZAAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8525  AFLCMC WLSK","FA8525  AFLCMC WLSK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8526  AFLCMC WLMK","FA8526  AFLCMC WLMK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8527  AFLCMC HBKAB","FA8527  AFLCMC HBKAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8528  AFLCMC WIKBA","FA8528  AFLCMC WIKBA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8529  AFLCMC HBKAA","FA8529  AFLCMC HBKAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8530  AFSC PZIE","FA8530  AFSC PZIE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8531 742 CBSG GBKB","FA8531 742 CBSG GBKB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8532  AFLCMC WNKBAB","FA8532  AFLCMC WNKBAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8533  AFLCMC WNKBBB","FA8533  AFLCMC WNKBBB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8534  AFLCMC WNKBAC","FA8534  AFLCMC WNKBAC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8535 405 SCMS GULC","FA8535 405 SCMS GULC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8536 408 SCMS GULC","FA8536 408 SCMS GULC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","FA8537 409 SCMS GUMD","FA8537 409 SCMS GUMD",37,"red",170,70,67,"#AA4643",NA,NA,NA
